Cliente OPC - Hora: 2025-01-30 10:50:38 Modo: Automatico | Niveis: H1=0.000, H2=0.000, H3=0.021 | Vazoes: Q1=1.150, Q2=1.692, Q3=2.618
Cliente OPC - Hora: 2025-01-30 10:51:02 Modo: Automatico | Niveis: H1=0.000, H2=1.134, H3=1.483 | Vazoes: Q1=0.627, Q2=1.274, Q3=0.734
Cliente OPC - Hora: 2025-01-30 10:51:03 Modo: Automatico | Niveis: H1=1.500, H2=1.141, H3=1.485 | Vazoes: Q1=2.377, Q2=1.275, Q3=0.734
Cliente OPC - Hora: 2025-01-30 10:51:04 Modo: Automatico | Niveis: H1=0.090, H2=1.147, H3=1.486 | Vazoes: Q1=0.677, Q2=1.276, Q3=0.734
Cliente OPC - Hora: 2025-01-30 10:51:05 Modo: Automatico | Niveis: H1=1.436, H2=1.152, H3=1.488 | Vazoes: Q1=2.324, Q2=1.276, Q3=0.734
Cliente OPC - Hora: 2025-01-30 10:51:06 Modo: Automatico | Niveis: H1=0.211, H2=1.157, H3=1.489 | Vazoes: Q1=0.796, Q2=1.277, Q3=0.734
Cliente OPC - Hora: 2025-01-30 10:51:07 Modo: Automatico | Niveis: H1=1.255, H2=1.161, H3=1.491 | Vazoes: Q1=2.228, Q2=1.278, Q3=0.734
Cliente OPC - Hora: 2025-01-30 10:51:08 Modo: Automatico | Niveis: H1=0.382, H2=1.165, H3=1.492 | Vazoes: Q1=1.045, Q2=1.278, Q3=0.734
Cliente OPC - Hora: 2025-01-30 10:51:09 Modo: Automatico | Niveis: H1=1.099, H2=1.169, H3=1.493 | Vazoes: Q1=2.076, Q2=1.279, Q3=0.735
Cliente OPC - Hora: 2025-01-30 10:51:10 Modo: Automatico | Niveis: H1=0.554, H2=1.172, H3=1.493 | Vazoes: Q1=1.270, Q2=1.279, Q3=0.735
Cliente OPC - Hora: 2025-01-30 10:51:11 Modo: Automatico | Niveis: H1=0.995, H2=1.175, H3=1.494 | Vazoes: Q1=1.923, Q2=1.279, Q3=0.735
Cliente OPC - Hora: 2025-01-30 10:51:12 Modo: Automatico | Niveis: H1=0.686, H2=1.178, H3=1.495 | Vazoes: Q1=1.433, Q2=1.280, Q3=0.735
Cliente OPC - Hora: 2025-01-30 10:51:13 Modo: Automatico | Niveis: H1=0.936, H2=1.180, H3=1.495 | Vazoes: Q1=1.811, Q2=1.280, Q3=0.735
Cliente OPC - Hora: 2025-01-30 10:51:14 Modo: Automatico | Niveis: H1=0.777, H2=1.182, H3=1.496 | Vazoes: Q1=1.539, Q2=1.280, Q3=0.735
Cliente OPC - Hora: 2025-01-30 10:51:15 Modo: Automatico | Niveis: H1=0.910, H2=1.184, H3=1.496 | Vazoes: Q1=1.741, Q2=1.281, Q3=0.735
Cliente OPC - Hora: 2025-01-30 10:51:16 Modo: Automatico | Niveis: H1=0.836, H2=1.185, H3=1.497 | Vazoes: Q1=1.602, Q2=1.281, Q3=0.735
Cliente OPC - Hora: 2025-01-30 10:51:17 Modo: Automatico | Niveis: H1=0.904, H2=1.187, H3=1.497 | Vazoes: Q1=1.702, Q2=1.281, Q3=0.735
Cliente OPC - Hora: 2025-01-30 10:51:18 Modo: Automatico | Niveis: H1=0.875, H2=1.188, H3=1.498 | Vazoes: Q1=1.637, Q2=1.281, Q3=0.735
Cliente OPC - Hora: 2025-01-30 10:51:19 Modo: Automatico | Niveis: H1=0.909, H2=1.190, H3=1.498 | Vazoes: Q1=1.684, Q2=1.281, Q3=0.735
Cliente OPC - Hora: 2025-01-30 10:51:20 Modo: Automatico | Niveis: H1=0.900, H2=1.191, H3=1.498 | Vazoes: Q1=1.655, Q2=1.281, Q3=0.735
Cliente OPC - Hora: 2025-01-30 10:51:21 Modo: Automatico | Niveis: H1=0.919, H2=1.192, H3=1.498 | Vazoes: Q1=1.676, Q2=1.282, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:06 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:07 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:08 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:09 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:10 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:11 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:12 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:13 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:14 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:15 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:16 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:17 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:18 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:19 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:20 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:21 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:22 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:23 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:24 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:25 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:26 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:27 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:28 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:29 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:30 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:31 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:32 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:33 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:34 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:35 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:36 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:37 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:38 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:39 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:40 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:41 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:42 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:43 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:44 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:45 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:46 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:47 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:48 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:49 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:50 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:51 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:52 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:53 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:54 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:55 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:56 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:57 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:58 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:03:59 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:00 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:01 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:02 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:03 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:04 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:05 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:06 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:07 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:08 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:09 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:10 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:11 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:13 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:14 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:15 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:16 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:17 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:18 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:19 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:20 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:21 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:22 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:23 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:24 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:25 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:26 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:27 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:28 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:29 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:30 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:31 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:32 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:33 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:34 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:35 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:36 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:37 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:38 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:39 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:40 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:41 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:42 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:43 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:44 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:45 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:46 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:47 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:48 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:49 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:50 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:51 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:52 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
Cliente OPC - Hora: 2025-01-30 11:04:53 Modo: Automatico | Niveis: H1=1.000, H2=1.200, H3=1.500 | Vazoes: Q1=1.683, Q2=1.283, Q3=0.735
